brand,category_focus,region,primary_retailers,marketplaces,priority_score,notes,retailers_with_public_api,retailers_need_alt_access,distribution_status,distribution_evidence_source,deprioritized_reason
Saint Art,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Sincerely Jules,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Sky,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Ted Baker London,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Theory Luxe,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Tularosa,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Veronica Beard Jean,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Vince Collection,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Vince Shoes,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Wardrobe.NYC,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Wearable Stories,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Yigal Azrouel,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Aetrex,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Alegria,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Baretraps,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Carvela,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Castañer,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Circus by Sam Edelman,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Cobb Hill,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Cole Haan Generation,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Corso Como,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Florsheim,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
G.H. Bass,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
GEOX,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
GH Bass,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Goorin Bros,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Havaianas,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Hey Dude,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
J. Reneé,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
JBU by Jambu,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Keen,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Lucky Brand Footwear,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
NeroGiardini,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Sofft,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Trotters,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Ugg Australia,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Fray I.D,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
URBAN RESEARCH,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Abound,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Aventura,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Carly Jean Los Angeles,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
CeCe by Cynthia Steffe,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Daniel Rainn,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Dex,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Dolan,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Donna Karan New York,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Dylan by True Grit,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Enza Costa,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Gibson,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Gibsonlook,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Grayson Threads,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Halston Heritage,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Hatch,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Hinge,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Jade,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Johnny Was,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
KUT from the Kloth,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Karl Lagerfeld Paris,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Knitted Belle,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Lilla P,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Liverpool,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Maison Jules,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Maurices,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Mavi,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Mod-o-doc,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Nally & Millie,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
New York & Company,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Nic + Zoe,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Nordstrom Collection,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Nordstrom Signature,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
NYDJ,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
One Teaspoon,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Project Social T,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Public Desire,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Renee C,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Robert Barakett,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Skies Are Blue,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Spanx,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Steve Madden Apparel,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Suno,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Tart,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Tart Collections,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Theory 38,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Trouve,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
UGG Apparel,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Vince Camuto Apparel,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Violet,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Vintage Havana,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
West Kei,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Zella (deprioritize),"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Aimee Kestenberg,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Amalfi by Rangoni,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Anne Klein Footwear,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Bagatelle,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Basset,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Bebe Footwear,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Bernardo 1946,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Betsey Johnson Footwear,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Bionica,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Blackstone,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Born Crown,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Bruno Magli,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Calvin Klein Footwear,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Carvela Comfort,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Casta,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Charles David,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Cole Haan Zerogrand,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Cordani,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Diba True,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Dolce Vita Kids,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Dolce Vita Shoes,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Donald Pliner,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Dv by Dolce Vita,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Ecco Soft,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Eric Michael,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Fergie Footwear,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Fitflop,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
G.H. Bass & Co.,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Gabor Comfort,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Geox Respira,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Gentle Souls by Kenneth Cole,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Gianni Bini,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Giani Bernini,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
H by Hudson,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Harley-Davidson Footwear,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Hush Puppies Vintage,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Jack Rogers Sandals,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Jessica Simpson Shoes,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
JSlides,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Kaanas Sandals,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Kelsi Dagger Brooklyn,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
KORKS,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
La Canadienne Boots,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
